iata_code,name,continent,iso_country,municipality
KKE,Kerikeri Airport,OC,NZ,Kerikeri
KKO,Kaikohe Airport,OC,NZ,
KAT,Kaitaia Airport,OC,NZ,Kaitaia
ALR,Alexandra Airport,OC,NZ,Alexandra
MTA,Matamata Glider Airport,OC,NZ,
MHB,Mechanics Bay Heliport,OC,NZ,Auckland City
MON,Mount Cook Airport,OC,NZ,
MFN,Milford Sound Airport,OC,NZ,
MZP,Motueka Airport,OC,NZ,
TEU,Manapouri Airport,OC,NZ,
MRO,Hood Airport,OC,NZ,Masterton
NPL,New Plymouth Airport,OC,NZ,New Plymouth
NPE,Hawke's Bay Airport,OC,NZ,Napier
NSN,Nelson Airport,OC,NZ,Nelson
IVC,Invercargill Airport,OC,NZ,Invercargill
OHA,RNZAF Base Ohakea,OC,NZ,
OAM,Oamaru Airport,OC,NZ,
PMR,Palmerston North Airport,OC,NZ,
PCN,Picton Aerodrome,OC,NZ,Koromiko
PPQ,Paraparaumu Airport,OC,NZ,
ZQN,Queenstown International Airport,OC,NZ,Queenstown
RAG,Raglan Airfield,OC,NZ,
SZS,Ryan's Creek Aerodrome,OC,NZ,Oban
ROT,Rotorua Regional Airport,OC,NZ,Rotorua
TRG,Tauranga Airport,OC,NZ,Tauranga
TMZ,Thames Aerodrome,OC,NZ,
KTF,Takaka Airport,OC,NZ,
TKZ,Tokoroa Airfield,OC,NZ,Tokoroa
THH,Taharoa Aerodrome,OC,NZ,Taharoa
TIU,Timaru Airport,OC,NZ,
TWZ,Pukaki Airport,OC,NZ,Twitzel
BHE,Woodbourne Airport,OC,NZ,Blenheim
WKA,Wanaka Airport,OC,NZ,
WHK,Whakatane Airport,OC,NZ,
WLG,Wellington International Airport,OC,NZ,Wellington
WIR,Wairoa Airport,OC,NZ,Wairoa
WRE,Whangarei Airport,OC,NZ,
WSZ,Westport Airport,OC,NZ,
WTZ,Whitianga Airport,OC,NZ,
WAG,Wanganui Airport,OC,NZ,Wanganui
NLN,Kneeland Airport,NA,US,Eureka
BZF,Benton Field,NA,US,Redding
OAA,Shank Air Base,AS,AF,
BIN,Bamiyan Airport,AS,AF,Bamiyan
BST,Bost Airport,AS,AF,Bost
CCN,Chakcharan Airport,AS,AF,Chakcharan
SBF,Sardeh Band Airport,AS,AF,Sardeh Band
DAZ,Darwaz Airport,AS,AF,Darwaz
FAH,Farah Airport,AS,AF,Farah
FBD,Fayzabad Airport,AS,AF,Fayzabad
GZI,Ghazni Airport,AS,AF,Ghazni
KWH,Khwahan Airport,AS,AF,Khwahan
HEA,Herat Airport,AS,AF,
OAI,Bagram Air Base,AS,AF,Bagram
JAA,Jalalabad Airport,AS,AF,
GRG,Gardez Airport,AS,AF,Gardez
KBL,Hamid Karzai International Airport,AS,AF,Kabul
KDH,Kandahar Airport,AS,AF,
KHT,Khost Chapman Airport,AS,AF,Khost
MMZ,Maimana Airport,AS,AF,
MZR,Mazar I Sharif Airport,AS,AF,
URN,Urgun Airport,AS,AF,Urgun
LQN,Qala-I-Naw Airport,AS,AF,Qala-I-Naw
OAS,Sharana Airstrip,AS,AF,Sharana
OAH,Shindand Airport,AS,AF,
SGA,Sheghnan Airport,AS,AF,Sheghnan
TII,Tarin Kowt Airport,AS,AF,Tarin Kowt
TQN,Talolqan Airport,AS,AF,Taloqan
UND,Konduz Airport,AS,AF,
OAZ,Camp Bastion Airport,AS,AF,
ZAJ,Zaranj Airport,AS,AF,Zaranj
BAH,Bahrain International Airport,AS,BH,Manama
OBK,Sky Harbor Airport,NA,US,Northbrook
OCS,Corisco International Airport,AF,GQ,Corisco Island
AHB,Abha Regional Airport,AS,SA,Abha
HOF,Al Ahsa Airport,AS,SA,
ABT,Al Baha Airport,AS,SA,
BHH,Bisha Airport,AS,SA,
DMM,King Fahd International Airport,AS,SA,Ad Dammam
DWD,King Salman Abdulaziz Airport,AS,SA,Dawadmi
DHA,King Abdulaziz Air Base,AS,SA,
GIZ,Jizan Regional Airport,AS,SA,Jizan
ELQ,Gassim Airport,AS,SA,
URY,Gurayat Domestic Airport,AS,SA,Gurayat
HAS,Ha'il Airport,AS,SA,Ha'il
QJB,Jubail Airport,AS,SA,Jubail
JED,King Abdulaziz International Airport,AS,SA,Jeddah
KMC,King Khaled Military City Airport,AS,SA,King Khaled Military City
KMX,King Khaled Air Base,AS,SA,
MED,Prince Mohammad Bin Abdulaziz Airport,AS,SA,Medina
EAM,Nejran Airport,AS,SA,
NUM,Neom Airport,AS,SA,Neom
AQI,Al Qaisumah/Hafr Al Batin Airport,AS,SA,Qaisumah
AKH,Prince Sultan Air Base,AS,SA,
RAH,Rafha Domestic Airport,AS,SA,Rafha
RUH,King Khaled International Airport,AS,SA,Riyadh
RAE,Arar Domestic Airport,AS,SA,Arar
XXN,Riyadh Air Base,AS,SA,Riyadh
SHW,Sharurah Airport,AS,SA,
AJF,Al-Jawf Domestic Airport,AS,SA,Al-Jawf
SLF,Sulayel Airport,AS,SA,
TUU,Tabuk Airport,AS,SA,Tabuk
TIF,Taâif Regional Airport,AS,SA,Taâif
TUI,Turaif Domestic Airport,AS,SA,Turaif
WAE,Wadi Al Dawasir Airport,AS,SA,
EJH,Al Wajh Domestic Airport,AS,SA,Al Wajh
YNB,Prince Abdulmohsin Bin Abdulaziz Airport,AS,SA,Yanbu
ZUL,Zilfi Airport,AS,SA,Zilfi
OGE,Ogeranang Airport,OC,PG,
OGM,Ogubsucum Airport,NA,PA,Ustupo
IAQ,Bahregan Airport,AS,IR,
ABD,Abadan Airport,AS,IR,Abadan
DEF,Dezful Airport,AS,IR,
AKW,Aghajari Airport,AS,IR,Aghajari
GCH,Gachsaran Airport,AS,IR,Gachsaran
OMI,Omidiyeh Airport,AS,IR,Omidiyeh
MRX,Mahshahr Airport,AS,IR,
AWZ,Ahwaz Airport,AS,IR,Ahwaz
AEU,Abu Musa Island Airport,AS,IR,Abu Musa
BUZ,Bushehr Airport,AS,IR,Bushehr
YEH,Asaloyeh Airport,AS,IR,Asaloyeh
KNR,Jam Airport,AS,IR,Kangan
KIH,Kish International Airport,AS,IR,Kish Island
BDH,Bandar Lengeh Airport,AS,IR,Bandar Lengeh
PGU,Persian Gulf International Airport,AS,IR,Asalouyeh
KHK,Khark Island Airport,AS,IR,
SXI,Sirri Island Airport,AS,IR,
LVP,Lavan Island Airport,AS,IR,
KSH,Shahid Ashrafi Esfahani Airport,AS,IR,Kermanshah
IIL,Ilam Airport,AS,IR,Ilam
KHD,Khoram Abad Airport,AS,IR,
SDG,Sanandaj Airport,AS,IR,
IFH,Hesa Airport,AS,IR,Hesa
KKS,Kashan Airport,AS,IR,Kashan
IFN,Esfahan Shahid Beheshti International Airport,AS,IR,Isfahan
CQD,Shahrekord Airport,AS,IR,Shahrekord
RAS,Sardar-e-Jangal Airport,AS,IR,Rasht
HDM,Hamadan Airport,AS,IR,Hamadan
AJK,Arak Airport,AS,IR,Araak
IKA,Imam Khomeini International Airport,AS,IR,Tehran
THR,Mehrabad International Airport,AS,IR,Tehran
GZW,Qazvin Airport,AS,IR,Qazvin
PYK,Payam International Airport,AS,IR,Karaj
SNX,Semnan Municipal Airport,AS,IR,Semnan
BND,Bandar Abbas International Airport,AS,IR,Bandar Abbas
JYR,Jiroft Airport,AS,IR,Jiroft
KER,Kerman Airport,AS,IR,Kerman
BXR,Bam Airport,AS,IR,
HDR,Havadarya Airport,AS,IR,Havadarya
RJN,Rafsanjan Airport,AS,IR,
SYJ,Sirjan Airport,AS,IR,
XBJ,Birjand Airport,AS,IR,Birjand
CKT,Sarakhs Airport,AS,IR,Sarakhs
RUD,Shahroud Airport,AS,IR,
MHD,Mashhad International Airport,AS,IR,Mashhad
BJB,Bojnord Airport,AS,IR,Bojnord
AFZ,Sabzevar National Airport,AS,IR,Sabzevar
TCX,Tabas Airport,AS,IR,Tabas
KLM,Kalaleh Airport,AS,IR,Kalaleh
GBT,Gorgan Airport,AS,IR,Gorgan
BSM,Bishe Kola Air Base,AS,IR,Amol
NSH,Noshahr Airport,AS,IR,
RZR,Ramsar Airport,AS,IR,
SRY,Dasht-e Naz Airport,AS,IR,Sari
FAZ,Fasa Airport,AS,IR,Fasa
JAR,Jahrom Airport,AS,IR,Jahrom
LRR,Lar Airport,AS,IR,Lar
LFM,Lamerd Airport,AS,IR,Lamerd
SYZ,Shiraz Shahid Dastghaib International Airport,AS,IR,Shiraz
YES,Yasouj Airport,AS,IR,Yasouj
KHY,Khoy Airport,AS,IR,Khoy
ADU,Ardabil Airport,AS,IR,Ardabil
ACP,Sahand Airport,AS,IR,Maragheh
PFQ,Parsabade Moghan Airport,AS,IR,Parsabad
OMH,Urmia Airport,AS,IR,Urmia
TBZ,Tabriz International Airport,AS,IR,Tabriz
IMQ,Maku National Airport,AS,IR,Showt
JWN,Zanjan Airport,AS,IR,Zanjan
AZD,Shahid Sadooghi Airport,AS,IR,Yazd
ACZ,Zabol Airport,AS,IR,
ZBR,Konarak Airport,AS,IR,Chabahar
ZAH,Zahedan International Airport,AS,IR,Zahedan
IHR,Iran Shahr Airport,AS,IR,Iranshahr
JSK,Jask Airport,AS,IR,Jask
AMM,Queen Alia International Airport,AS,JO,Amman
ADJ,Amman-Marka International Airport,AS,JO,Amman
AQJ,Aqaba King Hussein International Airport,AS,JO,Aqaba
JRS,Jerusalem Airport,AS,PS,Jerusalem
OMF,King Hussein Air College,AS,JO,Mafraq
DWN,Downtown Airpark,NA,US,Oklahoma City
XIJ,Ahmed Al Jaber Air Base,AS,KW,Ahmed Al Jaber AB
KWI,Kuwait International Airport,AS,KW,Kuwait City
OKV,Okao Airport,OC,PG,Okao
BEY,Beirut Rafic Hariri International Airport,AS,LB,Beirut
KYE,Rene Mouawad Air Base,AS,LB,Tripoli
OLQ,Olsobip Airport,OC,PG,Olsobip
BYB,Dibba Airport,AS,OM,Dibba Al-Baya
AOM,Adam Airport,AS,OM,Adam
DQM,Duqm International Airport,AS,OM,Duqm
MNH,Rustaq Airport,AS,OM,Al Masna'ah
AUH,Abu Dhabi International Airport,AS,AE,Abu Dhabi
AZI,Bateen Airport,AS,AE,
AAN,Al Ain International Airport,AS,AE,Al Ain
DHF,Al Dhafra Air Base,AS,AE,
XSB,Sir Bani Yas Airport,AS,AE,
DXB,Dubai International Airport,AS,AE,Dubai
NHD,Al Minhad Air Base,AS,AE,Dubai
DWC,Al Maktoum International Airport,AS,AE,Jebel Ali
FJR,Fujairah International Airport,AS,AE,
OML,Omkalai Airport,OC,PG,Omkalai
OMN,Osmanabad Airport,AS,IN,Osmanabad
RKT,Ras Al Khaimah International Airport,AS,AE,Ras Al Khaimah
SHJ,Sharjah International Airport,AS,AE,Sharjah
OMY,Preah Vinhear Airport,AS,KH,Tbeng Meanchey
ONB,Ononge Airport,OC,PG,Onange Mission
RMB,Buraimi Airport,AS,OM,Buraimi
FAU,Fahud Airport,AS,OM,Fahud
RNM,Qarn Alam Airport,AS,OM,Ghaba
JNJ,Ja'Aluni Airport,AS,OM,Duqm
KHS,Khasab Air Base,AS,OM,Khasab
LKW,Lekhwair Airport,AS,OM,
MSH,Masirah Air Base,AS,OM,Masirah
MCT,Muscat International Airport,AS,OM,Muscat
OMM,Marmul Airport,AS,OM,Marmul
SLL,Salalah Airport,AS,OM,Salalah
OHS,Sohar Airport,AS,OM,Sohar
SUH,Sur Airport,AS,OM,Sur
TTH,Thumrait Air Base,AS,OM,Thumrait
DDU,Dadu West Airport,AS,PK,Dadu
BHW,Bhagatanwala Airport,AS,PK,Bhagatanwala
BNP,Bannu Airport,AS,PK,Bannu
WGB,Bahawalnagar Airport,AS,PK,Bahawalnagar
BHV,Bahawalpur Airport,AS,PK,Bahawalpur
CJL,Chitral Airport,AS,PK,Chitral
CHB,Chilas Airport,AS,PK,Chilas
DBA,Dalbandin Airport,AS,PK,Dalbandin
DDU,Dadu Airport,AS,PK,Dadu
DEA,Dera Ghazi Khan Airport,AS,PK,Dera Ghazi Khan
DSK,Dera Ismael Khan Airport,AS,PK,Dera Ismael Khan
LYP,Faisalabad International Airport,AS,PK,Faisalabad
GWD,Gwadar International Airport,AS,PK,Gwadar
GIL,Gilgit Airport,AS,PK,Gilgit
ISB,Islamabad International Airport,AS,PK,Islamabad
JAG,Shahbaz Air Base,AS,PK,Jacobabad
JIW,Jiwani Airport,AS,PK,Jiwani
KHI,Jinnah International Airport,AS,PK,Karachi
HDD,Hyderabad Airport,AS,PK,Hyderabad
KDD,Khuzdar Airport,AS,PK,Khuzdar
KBH,Kalat Airport,AS,PK,Kalat
OHT,Kohat Airport,AS,PK,Kohat
LHE,Alama Iqbal International Airport,AS,PK,Lahore
LRG,Loralai Airport,AS,PK,Loralai
XJM,Mangla Airport,AS,PK,Mangla
MFG,Muzaffarabad Airport,AS,PK,Muzaffarabad
MWD,Mianwali Air Base,AS,PK,Mianwali
MJD,Moenjodaro Airport,AS,PK,Moenjodaro
MPD,Sindhri Tharparkar Airport,AS,PK,Sindhri
ATG,Minhas Air Base,AS,PK,Kamra
MUX,Multan International Airport,AS,PK,Multan
WNS,Shaheed Benazirabad Airport,AS,PK,Nawabashah
NHS,Nushki Airport,AS,PK,Nushki
ORW,Ormara Airport,AS,PK,Ormara Raik
PAJ,Parachinar Airport,AS,PK,Parachinar
PJG,Panjgur Airport,AS,PK,Panjgur
PSI,Pasni Airport,AS,PK,Pasni
PEW,Peshawar International Airport,AS,PK,Peshawar
UET,Quetta International Airport,AS,PK,Quetta
RYK,Shaikh Zaid Airport,AS,PK,Rahim Yar Khan
RAZ,Rawalakot Airport,AS,PK,Rawalakot
SBQ,Sibi Airport,AS,PK,Sibi
KDU,Skardu Airport,AS,PK,Skardu
SKZ,Sukkur Airport,AS,PK,Mirpur Khas
SYW,Sehwan Sharif Airport,AS,PK,Sehwan Sharif
SGI,Mushaf Air Base,AS,PK,Sargodha
SDT,Saidu Sharif Airport,AS,PK,Saidu Sharif
SKT,Sialkot Airport,AS,PK,Sialkot
SUL,Sui Airport,AS,PK,Sui
SWN,Sahiwal Airport,AS,PK,Sahiwal
TLB,Tarbela Dam Airport,AS,PK,Tarbela
BDN,Talhar Airport,AS,PK,Badin
TFT,Taftan Airport,AS,PK,Taftan
TUK,Turbat International Airport,AS,PK,Turbat
WAF,Wana Airport,AS,PK,Waana
PZH,Zhob Airport,AS,PK,Fort Sandeman
IQA,Al Asad Air Base,AS,IQ,HÄ«t
TQD,Al Taqaddum Air Base,AS,IQ,Al Habbaniyah
BMN,Bamarni Airport,AS,IQ,Bamarni
BGW,Baghdad International Airport,AS,IQ,Baghdad
OSM,Mosul International Airport,AS,IQ,Mosul
EBL,Erbil International Airport,AS,IQ,Arbil
KIK,Kirkuk Air Base,AS,IQ,Kirkuk
BSR,Basrah International Airport,AS,IQ,Basrah
NJF,Al Najaf International Airport,AS,IQ,Najaf
RQW,Qayyarah West Airport,AS,IQ,Qayyarah
ISU,Sulaymaniyah International Airport,AS,IQ,Sulaymaniyah
XNH,Ali Air Base,AS,IQ,Nasiriyah
ALP,Aleppo International Airport,AS,SY,Aleppo
DAM,Damascus International Airport,AS,SY,Damascus
DEZ,Deir ez-Zor Air Base,AS,SY,Deir ez-Zor
OSE,Omora Airport,OC,PG,Omora
OSG,Ossima Airport,OC,PG,Ossima
KAC,Qamishli Airport,AS,SY,Qamishly
LTK,Bassel Al-Assad International Airport,AS,SY,Latakia
PMS,Palmyra Airport,AS,SY,Tadmur
DIA,Doha International Airport,AS,QA,Doha
XJD,Al Udeid Air Base,AS,QA,Ar Rayyan
DOH,Hamad International Airport,AS,QA,Doha
OTT,Andre Maggi Airport,SA,BR,CotriguaÃ§u
OTY,Oria Airport,OC,PG,Oria
OUM,Oum Hadjer Airport,AF,TD,Oum Hadjer
OXO,Orientos Airport,OC,AU,Orientos
ADE,Aden International Airport,AS,YE,Aden
EAB,Abbse Airport,AS,YE,Abbse
AXK,Ataq Airport,AS,YE,
BYD,Al-Bayda Airport,AS,YE,Al-Bayda
BHN,Beihan Airport,AS,YE,
BUK,Al-Bough Airport,AS,YE,Al-Bough
AAY,Al Ghaidah International Airport,AS,YE,
HOD,Hodeidah International Airport,AS,YE,Hodeida
KAM,Kamaran Airport,AS,YE,Kamaran
MYN,Mareb Airport,AS,YE,Mareb
UKR,Mukeiras Airport,AS,YE,Mukayras
IHN,Qishn Airport,AS,YE,Qishn
RIY,Riyan Mukalla International Airport,AS,YE,Riyan
SYE,Sadah Airport,AS,YE,Sadah
SAH,Sana'a International Airport,AS,YE,Sana'a
SCT,Socotra International Airport,AS,YE,Socotra Islands
GXF,Sayun International Airport,AS,YE,Sayun
TAI,Ta'izz International Airport,AS,YE,Ta'izz
ACU,Achutupo Airport,NA,PA,Achutupo
AIL,Alligandi Airport,NA,PA,Alligandi
CTE,Carti Airport,NA,PA,Carti
MPP,Mulatupo Airport,NA,PA,Mulatupo
PYC,PlayÃ³n Chico Airport,NA,PA,PlayÃ³n Chico
NMG,San Miguel Airport,NA,PA,Isla del Rey
PYV,Yaviza Airport,NA,PA,Yaviza
AML,Puerto Armuelles Airport,NA,PA,Puerto Armuelles
BFQ,Bahia PiÃ±a Airport,NA,PA,Bahia PiÃ±a
ELE,EL Real Airport,NA,PA,El Real de Santa MarÃ­a
OTD,Contadora Airport,NA,PA,Contadora Island
SAX,Sambu Airport,NA,PA,Boca de SÃ¡balo
AKB,Atka Airport,NA,US,Atka
PML,Port Moller Airport,NA,US,Cold Bay
PTD,Port Alexander Seaplane Base,NA,US,Port Alexander
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",NA,US,Palmer
ATU,Casco Cove Coast Guard Station,NA,US,Attu
BTI,Barter Island LRRS Airport,NA,US,Barter Island Lrrs
BET,Bethel Airport,NA,US,Bethel
BVU,Beluga Airport,NA,US,Beluga
BIG,Allen Army Airfield,NA,US,Delta Junction Ft Greely
BKC,Buckland Airport,NA,US,Buckland
BMX,Big Mountain Airport,NA,US,Big Mountain
BRW,Wiley Post Will Rogers Memorial Airport,NA,US,UtqiaÄ¡vik
BTT,Bettles Airport,NA,US,Bettles
CDB,Cold Bay Airport,NA,US,Cold Bay
CEM,Central Airport,NA,US,Central
CIK,Chalkyitsik Airport,NA,US,Chalkyitsik
CYF,Chefornak Airport,NA,US,Chefornak
SCM,Scammon Bay Airport,NA,US,Scammon Bay
IRC,Circle City /New/ Airport,NA,US,Circle
CDV,Merle K (Mudhole) Smith Airport,NA,US,Cordova
CXF,Coldfoot Airport,NA,US,Coldfoot
CYT,Yakataga Airport,NA,US,Yakataga
CZF,Cape Romanzof LRRS Airport,NA,US,Cape Romanzof
DRG,Deering Airport,NA,US,Deering
RDB,Red Dog Airport,NA,US,Red Dog
ADK,Adak Airport,NA,US,Adak Island
DLG,Dillingham Airport,NA,US,Dillingham
MLL,Marshall Don Hunter Sr Airport,NA,US,Marshall
ADQ,Kodiak Airport,NA,US,Kodiak
DUT,Unalaska Airport,NA,US,Unalaska
KKH,Kongiganak Airport,NA,US,Kongiganak
EDF,Elmendorf Air Force Base,NA,US,Anchorage
EEK,Eek Airport,NA,US,Eek
EAA,Eagle Airport,NA,US,Eagle
EHM,Cape Newenham LRRS Airport,NA,US,Cape Newenham
EIL,Eielson Air Force Base,NA,US,Fairbanks
ELV,Elfin Cove Seaplane Base,NA,US,Elfin Cove
EMK,Emmonak Airport,NA,US,Emmonak
ENA,Kenai Municipal Airport,NA,US,Kenai
WWT,Newtok Airport,NA,US,Newtok
FAI,Fairbanks International Airport,NA,US,Fairbanks
FBK,Ladd AAF Airfield,NA,US,Fairbanks/Ft Wainwright
ABL,Ambler Airport,NA,US,Ambler
FRN,Bryant Army Heliport,NA,US,Fort Richardson(Anchorage)
NIB,Nikolai Airport,NA,US,Nikolai
FMC,Five Mile Airport,NA,US,Five Mile
FWL,Farewell Airport,NA,US,Farewell
GAL,Edward G. Pitka Sr Airport,NA,US,Galena
GBH,Galbraith Lake Airport,NA,US,Galbraith Lake
KWK,Kwigillingok Airport,NA,US,Kwigillingok
SHG,Shungnak Airport,NA,US,Shungnak
GKN,Gulkana Airport,NA,US,Gulkana
GLV,Golovin Airport,NA,US,Golovin
GAM,Gambell Airport,NA,US,Gambell
AGN,Angoon Seaplane Base,NA,US,Angoon
BGQ,Big Lake Airport,NA,US,Big Lake
GST,Gustavus Airport,NA,US,Gustavus
NME,Nightmute Airport,NA,US,Nightmute
SGY,Skagway Airport,NA,US,Skagway
HCR,Holy Cross Airport,NA,US,Holy Cross
HSL,Huslia Airport,NA,US,Huslia
HNS,Haines Airport,NA,US,Haines
HOM,Homer Airport,NA,US,Homer
HPB,Hooper Bay Airport,NA,US,Hooper Bay
HUS,Hughes Airport,NA,US,Hughes
SHX,Shageluk Airport,NA,US,Shageluk
HYG,Hydaburg Seaplane Base,NA,US,Hydaburg
IGG,Igiugig Airport,NA,US,Igiugig
EGX,Egegik Airport,NA,US,Egegik
IAN,Bob Baker Memorial Airport,NA,US,Kiana
ILI,Iliamna Airport,NA,US,Iliamna
UTO,Indian Mountain LRRS Airport,NA,US,Utopia Creek
MCL,McKinley National Park Airport,NA,US,McKinley Park
WAA,Wales Airport,NA,US,Wales
JNU,Juneau International Airport,NA,US,Juneau
KGK,Koliganek Airport,NA,US,Koliganek
KDK,Kodiak Municipal Airport,NA,US,Kodiak
KFP,False Pass Airport,NA,US,False Pass
AKK,Akhiok Airport,NA,US,Akhiok
KPN,Kipnuk Airport,NA,US,Kipnuk
KKA,Koyuk Alfred Adams Airport,NA,US,Koyuk
LKK,Kulik Lake Airport,NA,US,Kulik Lake
AKN,King Salmon Airport,NA,US,King Salmon
IKO,Nikolski Air Station,NA,US,Nikolski
AKP,Anaktuvuk Pass Airport,NA,US,Anaktuvuk Pass
KTN,Ketchikan International Airport,NA,US,Ketchikan
UUK,Ugnu-Kuparuk Airport,NA,US,Kuparuk
KAL,Kaltag Airport,NA,US,Kaltag
KLW,Klawock Airport,NA,US,Klawock
KYK,Karluk Airport,NA,US,Karluk
KLN,Larsen Bay Airport,NA,US,Larsen Bay
KLG,Kalskag Airport,NA,US,Kalskag
DQH,Alpine Airstrip,NA,US,Nuiqsut
WCR,Chandalar Lake Airport,NA,US,Chandalar Lake
LUR,Cape Lisburne LRRS Airport,NA,US,Cape Lisburne
KMO,Manokotak Airport,NA,US,Manokotak
MCG,McGrath Airport,NA,US,McGrath
MDO,Middleton Island Airport,NA,US,Middleton Island
LMA,Minchumina Airport,NA,US,Minchumina
SMK,St Michael Airport,NA,US,St Michael
MLY,Manley Hot Springs Airport,NA,US,Manley Hot Springs
MTM,Metlakatla Seaplane Base,NA,US,Metlakatla
MOU,Mountain Village Airport,NA,US,Mountain Village
MRI,Merrill Field,NA,US,Anchorage
MXY,Mc Carthy Airport,NA,US,Mccarthy
MYU,Mekoryuk Airport,NA,US,Mekoryuk
WNA,Napakiak Airport,NA,US,Napakiak
ANC,Ted Stevens Anchorage International Airport,NA,US,Anchorage
ANI,Aniak Airport,NA,US,Aniak
ENN,Nenana Municipal Airport,NA,US,Nenana
NNL,Nondalton Airport,NA,US,Nondalton
FNR,Funter Bay Seaplane Base,NA,US,Funter Bay
ANN,Annette Island Airport,NA,US,Annette
NUL,Nulato Airport,NA,US,Nulato
ANV,Anvik Airport,NA,US,Anvik
KNW,New Stuyahok Airport,NA,US,New Stuyahok
OBU,Kobuk Airport,NA,US,Kobuk
PCA,Portage Creek Airport,NA,US,Portage Creek
HNH,Hoonah Airport,NA,US,Hoonah
OME,Nome Airport,NA,US,Nome
OOK,Toksook Bay Airport,NA,US,Toksook Bay
ORT,Northway Airport,NA,US,Northway
OTZ,Ralph Wien Memorial Airport,NA,US,Kotzebue
NLG,Nelson Lagoon Airport,NA,US,Nelson Lagoon
STG,St George Airport,NA,US,St George
KPC,Port Clarence Coast Guard Station,NA,US,Port Clarence
KPV,Perryville Airport,NA,US,Perryville
PSG,Petersburg James A Johnson Airport,NA,US,Petersburg
PTH,Port Heiden Airport,NA,US,Port Heiden
PKA,Napaskiak Airport,NA,US,Napaskiak
PTU,Platinum Airport,NA,US,Platinum
PIP,Pilot Point Airport,NA,US,Pilot Point
PHO,Point Hope Airport,NA,US,Point Hope
PPC,Prospect Creek Airport,NA,US,Prospect Creek
KWN,Quinhagak Airport,NA,US,Quinhagak
NUI,Nuiqsut Airport,NA,US,Nuiqsut
ARC,Arctic Village Airport,NA,US,Arctic Village
RSH,Russian Mission Airport,NA,US,Russian Mission
RBY,Ruby Airport,NA,US,Ruby
SVA,Savoonga Airport,NA,US,Savoonga
SCC,Deadhorse Airport,NA,US,Deadhorse
SDP,Sand Point Airport,NA,US,Sand Point
SHH,Shishmaref Airport,NA,US,Shishmaref
SIT,Sitka Rocky Gutierrez Airport,NA,US,Sitka
WLK,Selawik Airport,NA,US,Selawik
SLQ,Sleetmute Airport,NA,US,Sleetmute
KSM,St Mary's Airport,NA,US,St Mary's
SNP,St Paul Island Airport,NA,US,St Paul Island
SOV,Seldovia Airport,NA,US,Seldovia
SMU,Sheep Mountain Airport,NA,US,Sheep Mountain
UMM,Summit Airport,NA,US,Summit
SVW,Sparrevohn LRRS Airport,NA,US,Sparrevohn
SKW,Skwentna Airport,NA,US,Skwentna
SXQ,Soldotna Airport,NA,US,Soldotna
SYA,Eareckson Air Station,NA,US,Shemya
TAL,Ralph M Calhoun Memorial Airport,NA,US,Tanana
TNC,Tin City Long Range Radar Station Airport,NA,US,Tin City
TLA,Teller Airport,NA,US,Teller
TOG,Togiak Airport,NA,US,Togiak Village
TKA,Talkeetna Airport,NA,US,Talkeetna
TLJ,Tatalina LRRS Airport,NA,US,Takotna
ATK,Atqasuk Edward Burnell Sr Memorial Airport,NA,US,Atqasuk
AUK,Alakanuk Airport,NA,US,Alakanuk
UMT,Umiat Airport,NA,US,Umiat
UNK,Unalakleet Airport,NA,US,Unalakleet
WOW,Willow Airport,NA,US,Willow
VAK,Chevak Airport,NA,US,Chevak
KVC,King Cove Airport,NA,US,King Cove
VDZ,Valdez Pioneer Field,NA,US,Valdez
VEE,Venetie Airport,NA,US,Venetie
KVL,Kivalina Airport,NA,US,Kivalina
WBQ,Beaver Airport,NA,US,Beaver
SWD,Seward Airport,NA,US,Seward
WRG,Wrangell Airport,NA,US,Wrangell
AIN,Wainwright Airport,NA,US,Wainwright
WMO,White Mountain Airport,NA,US,White Mountain
WTK,Noatak Airport,NA,US,Noatak
WWA,Wasilla Airport,NA,US,Wasilla
YAK,Yakutat Airport,NA,US,Yakutat
CIS,Canton Island Airport,OC,KI,Abariringa
PCO,Punta Colorada Airport,NA,MX,La Ribera
PCQ,Boun Neau Airport,AS,LA,Phongsaly
PDI,Pindiu Airport,OC,PG,Pindiu
PDR,Presidente JosÃ© Sarney Airport,SA,BR,Presidente Dutra
MFT,Machu Pichu Airport,SA,PE,Machu Pichu
PEC,Pelican Seaplane Base,NA,US,Pelican
AKI,Akiak Airport,NA,US,Akiak
AET,Allakaket Airport,NA,US,Allakaket
PFC,Pacific City State Airport,NA,US,Pacific City
NCN,Chenega Bay Airport,NA,US,Chenega
CLP,Clarks Point Airport,NA,US,Clarks Point
ELI,Elim Airport,NA,US,Elim
KUK,Kasigluk Airport,NA,US,Kasigluk
KNK,Kokhanok Airport,NA,US,Kokhanok
KOT,Kotlik Airport,NA,US,Kotlik
KTS,Brevig Mission Airport,NA,US,Brevig Mission
KYU,Koyukuk Airport,NA,US,Koyukuk
KWT,Kwethluk Airport,NA,US,Kwethluk
ORV,Robert (Bob) Curtis Memorial Airport,NA,US,Noorvik
SKK,Shaktoolik Airport,NA,US,Shaktoolik
TKJ,Tok Junction Airport,NA,US,Tok
WSN,South Naknek Nr 2 Airport,NA,US,South Naknek
FYU,Fort Yukon Airport,NA,US,Fort Yukon
